Event_ID,Timestamp,Source_IP,Destination_IP,Source_Port,Destination_Port,Protocol,Packet_Count,Bytes_Sent,Bytes_Received,Connection_Duration,Request_Count,Response_Time,Login_Attempts,Failed_Login_Count,Successful_Login_Count,Session_Duration,Authentication_Method,Malware_Detected,Firewall_Status,Antivirus_Status,Encryption_Used,Suspicious_URL,Unusual_Port,Multiple_Failed_Logins,Anomaly_Score,Risk_Score,Threat_Type,Attack_Type,Attack_Vector,Severity,Threat_Status,Detection_Method,Device_Type,Operating_System,Browser,Country,Region,Network_Type,Is_Threat,Is_Malicious,Incident_Status
EVT100202,2025-01-04 12:58:55,42.146.128.38,177.151.104.193,8080,80,FTP,167,7771,9448.0,49.34,16,0.7,1,1,0,20.4,Password,0,Active,Disabled,1,1,0,0,12.59,21.77,None,None,None,Low,N/A,SIEM,IoT Device,Windows Server 2019,Firefox,Nigeria,Central,Public Network,0,0,Resolved
EVT101197,2025-01-21 07:42:19,192.168.148.18,192.168.25.99,40450,443,HTTP,131,7186,2106.0,39.28,10,0.624,3,2,1,29.79,Token,0,Active,Updated,1,0,0,0,41.51,16.24,None,None,None,Low,N/A,SIEM,Server,iOS,Opera,Russia,Central,VPN,0,0,Resolved
EVT103999,2025-03-10 20:08:52,132.117.34.23,192.168.207.51,38262,8080,SSH,224,1375,9861.0,36.81,14,1.097,1,1,0,47.04,Biometric,0,Active,Updated,1,0,0,0,39.61,21.92,None,None,None,Low,N/A,Antivirus,Mobile,macOS,Chrome,China,South,Wi-Fi,0,0,False Positive
EVT104882,2025-03-26 12:23:10,192.168.120.230,218.57.137.73,46667,110,HTTP,203,867,6265.0,37.2,17,0.425,3,2,1,26.58,SSO,0,Active,Updated,1,0,0,0,25.93,19.4,None,None,None,Low,N/A,Antivirus,Tablet,Windows 10,Edge,Brazil,South,Public Network,0,0,Resolved
EVT102991,2025-02-21 22:06:44,192.168.104.79,69.128.77.87,21,3306,HTTPS,87,2410,6442.0,42.3,29,0.485,1,0,1,30.77,Password,0,Active,,1,0,0,0,15.34,25.05,None,None,None,Low,N/A,No_Detection,IoT Device,macOS,Safari,Nigeria,West,Wi-Fi,0,0,Resolved
EVT101846,2025-02-01 13:16:08,192.168.197.92,145.184.209.84,56295,3389,tcp,160,6707,6246.0,29.71,28,0.568,1,0,1,17.91,Biometric,0,Active,Updated,1,0,0,0,18.04,20.33,None,None,None,Low,N/A,Manual Review,IoT Device,Windows Server 2019,Safari,Nigeria,East,Mobile Data,0,0,Resolved
EVT102432,2025-02-11 15:22:45,192.168.47.201,1.230.13.112,3306,3306,SSH,246,2359,6974.0,41.28,9,0.913,1,0,1,35.97,Password,0,Active,Updated,1,0,0,0,20.98,19.0,None,None,None,Low,N/A,Firewall,Server,Windows Server 2019,Edge,Australia,South,Mobile Data,0,0,False Positive
EVT100558,2025-01-10 03:53:45,192.168.23.254,185.127.29.20,80,22,DNS,316,3697,6284.0,4.57,19,1.469,1,0,1,34.15,SSO,0,Active,Updated,1,0,0,0,21.34,24.37,None,None,None,Low,N/A,Firewall,Tablet,Windows 11,Edge,Germany,Central,Public Network,0,0,Resolved
EVT102476,2025-02-12 16:10:52,192.168.84.37,65.170.98.188,3389,3306,HTTPS,191,5992,6363.0,22.15,37,0.286,0,0,0,35.5,Password,0,Active,Updated,0,0,0,0,7.49,9.82,None,None,None,Low,N/A,Firewall,Tablet,iOS,Safari,China,Central,Public Network,0,0,False Positive
EVT103480,2025-03-01 20:22:02,86.60.103.252,223.210.3.154,110,12345,TCP,827,105693,13434.0,62.49,160,7.421,9,9,0,7.78,Not_Used,1,Inactive,Disabled,0,1,1,1,60.86,67.72,Ransomware,Ransomware,API,High,Contained,EDR,Desktop,iOS,Safari,Singapore,South,LAN,1,1,Resolved
EVT100037,2025-01-01 19:31:23,192.168.26.65,123.58.33.103,3306,443,TCP,183,3714,8692.0,48.84,31,0.474,3,2,1,,Password,0,Active,Updated,1,0,0,0,9.6,17.7,None,None,None,Low,N/A,No_Detection,Server,Android,Opera,South Africa,Central,LAN,0,0,Resolved
EVT100425,2025-01-07 22:13:08,118.236.20.189,192.168.233.89,44549,25,SSH,110,2263,6064.0,24.88,28,0.377,1,0,1,,Biometric,0,Active,Updated,0,0,0,0,9.92,12.89,None,None,None,Low,N/A,Firewall,Tablet,Linux,Safari,Japan,South,Mobile Data,0,0,False Positive
EVT104012,2025-03-11 01:56:45,40.59.240.222,192.168.186.160,80,4444,HTTPS,695,35625,38950.0,164.98,146,5.134,10,10,0,12.96,Not_Used,0,Active,Outdated,0,1,1,1,74.29,85.89,Port Scanning,Port Scanning,Network,High,Active,SIEM,Tablet,Windows Server 2019,Opera,Australia,Central,Wi-Fi,1,1,False Positive
EVT102213,2025-02-07 16:55:38,192.168.38.182,192.168.11.7,25,3306,TCP,97,6057,7443.0,33.73,19,0.597,2,1,1,40.07,SSO,0,Inactive,Updated,1,0,0,0,24.88,31.29,None,None,None,Low,N/A,Antivirus,Mobile,iOS,Opera,India,East,Wi-Fi,0,0,Resolved
EVT102643,2025-02-15 15:37:37,114.117.246.20,18.23.183.167,110,3306,HTTPS,54,1692,7733.0,0.09,18,1.303,1,0,1,24.42,MFA,0,Active,Outdated,1,0,0,0,34.92,13.89,None,None,None,Low,N/A,Firewall,Server,macOS,Chrome,China,West,LAN,0,0,Resolved
EVT103506,2025-03-02 05:28:21,192.168.81.210,192.168.121.108,80,110,DNS,158,3464,4300.0,30.47,20,0.76,1,0,1,32.31,Biometric,0,Active,Updated,1,0,0,0,13.68,30.2,None,None,None,Low,N/A,Firewall,Mobile,macOS,Chrome,Brazil,North,Wi-Fi,0,0,Resolved
EVT102289,2025-02-08 22:47:11,3.245.217.60,21.152.62.139,56946,21,FTP,41,7760,6104.0,45.26,15,1.247,1,0,1,21.46,Not_Used,0,Active,Updated,1,0,0,0,0.0,9.37,None,None,None,Low,N/A,Manual Review,IoT Device,Windows 10,Unknown,UK,East,Public Network,0,0,Resolved
EVT103277,2025-02-26 11:24:42,184.62.112.11,216.51.0.132,53,53,DNS,231,4805,5069.0,32.11,23,0.464,1,0,1,13.31,SSO,0,Active,Updated,0,0,0,0,29.04,1.57,None,None,None,Low,N/A,Firewall,Mobile,Windows 10,Safari,UK,East,Wi-Fi,0,0,Resolved
EVT100108,2025-01-02 23:08:18,192.168.193.97,192.168.68.168,53,443,ICMP,172,5135,,22.61,14,0.901,0,0,0,28.83,Token,0,Active,,1,0,0,0,33.12,1.48,None,None,None,Low,N/A,Firewall,Laptop,Windows Server 2019,Chrome,UK,Central,Public Network,0,0,False Positive
EVT103411,2025-02-28 18:49:53,191.202.97.224,33.28.41.217,21,80,SSH,186,2875,3218.0,17.22,12,1.384,2,1,1,9.77,MFA,0,Active,Updated,1,0,0,0,16.1,11.59,None,None,None,Low,N/A,Firewall,Tablet,Linux,Opera,India,North,Mobile Data,0,0,Resolved
EVT100497,2025-01-08 22:54:41,192.168.182.193,192.168.203.129,21,53,SSH,126,2273,12448.0,66.94,36,1.013,2,1,1,15.45,MFA,0,Active,Updated,1,1,0,0,25.33,0.0,None,None,None,Low,N/A,Manual Review,Server,iOS,Opera,India,Central,LAN,0,0,Resolved
EVT103811,2025-03-07 15:00:53,192.168.70.135,203.142.64.234,8080,25,HTTPS,89,3876,3145.0,55.02,24,0.514,1,0,1,7.62,Biometric,0,Active,Outdated,1,0,0,0,26.63,26.2,None,None,None,Low,N/A,IDS/IPS,Desktop,Windows Server 2019,Opera,China,Central,LAN,0,0,Resolved
EVT102306,2025-02-09 06:17:29,130.154.254.96,192.168.176.188,3306,8080,HTTP,204,6519,5219.0,45.08,9,1.157,1,0,1,18.47,Token,0,Active,Updated,0,1,0,0,0.88,14.47,None,None,None,Low,N/A,Firewall,Mobile,Windows 11,Chrome,USA,East,Wi-Fi,0,0,Resolved
EVT102210,2025-02-07 16:32:39,192.168.129.236,179.119.6.224,34409,80,DNS,114,5187,4491.0,22.39,3,0.751,2,1,1,8.36,SSO,0,Inactive,Updated,0,0,0,0,20.69,10.8,None,None,None,Low,N/A,Firewall,IoT Device,macOS,Chrome,India,South,LAN,0,0,False Positive
EVT104232,2025-03-14 21:50:41,192.168.157.105,192.168.147.208,53,53,HTTPS,90,7790,5203.0,33.27,16,0.168,2,1,1,19.87,Password,0,Active,Outdated,0,0,0,0,16.08,30.49,None,None,None,Low,N/A,No_Detection,Mobile,macOS,Opera,Australia,Central,LAN,0,0,Resolved
EVT101812,2025-02-01 01:22:51,192.168.214.145,214.184.161.115,25,110,UDP,70,3092,4131.0,21.96,14,0.747,3,2,1,35.81,Password,0,Inactive,,1,0,0,0,23.16,26.01,None,None,None,Low,N/A,IDS/IPS,Server,Linux,Unknown,Germany,West,VPN,0,0,False Positive
EVT101603,2025-01-28 07:05:51,69.129.40.95,192.168.57.181,25,21,SSH,144,3466,2142.0,26.01,18,1.029,4,3,1,26.58,Password,0,Active,Outdated,1,0,0,0,38.52,32.1,None,None,None,Low,N/A,Antivirus,Laptop,macOS,Safari,USA,West,Wi-Fi,0,0,Resolved
EVT102999,2025-02-21 23:41:04,19.30.110.123,4.14.72.62,21,31337,HTTP,1016,16983,40350.0,130.72,62,0.093,1,0,1,5.81,Biometric,1,Inactive,Disabled,1,0,1,0,61.65,90.8,DDoS,DDoS,USB Device,Medium,Investigating,Firewall,Mobile,Linux,Chrome,France,Central,LAN,1,1,False Positive
EVT102740,2025-02-17 06:21:10,108.136.96.98,192.168.212.21,3389,21,SSH,81,1227,2558.0,40.81,25,1.571,2,2,0,49.04,Not_Used,0,Inactive,Outdated,1,0,0,0,33.84,25.58,None,None,None,Low,N/A,No_Detection,Server,iOS,Safari,Australia,South,Mobile Data,0,0,False Positive
EVT101291,2025-01-22 18:46:03,112.68.12.144,108.143.26.30,21,22,HTTPS,279,5103,1771.0,34.67,22,0.89,3,2,1,11.81,Token,0,Active,Updated,1,0,0,0,37.32,11.21,None,None,None,Low,N/A,No_Detection,Tablet,Windows Server 2019,Chrome,India,North,VPN,0,0,Resolved
EVT101604,2025-01-28 07:18:45,192.168.85.103,6.170.174.87,23075,25,SSH,161,2915,12206.0,28.49,20,0.956,2,1,1,9.62,SSO,0,Active,Updated,1,0,0,0,4.98,0.0,None,None,None,Low,N/A,Firewall,Desktop,Linux,Opera,South Africa,East,LAN,0,0,Resolved
EVT103022,2025-02-22 08:33:04,192.168.29.156,136.105.10.66,22,8080,SSH,529,10874,,66.94,68,4.127,7,7,0,1.19,Password,0,Misconfigured,Outdated,0,0,0,1,91.62,88.9,Malware,Malware,Web Application,Medium,Contained,EDR,Mobile,Linux,Edge,China,East,Mobile Data,1,1,Open
EVT100245,2025-01-05 03:21:56,192.168.11.48,73.137.64.184,3306,80,HTTP,148,8245,,9.21,19,0.064,2,1,1,43.46,Biometric,0,Inactive,Updated,1,1,0,0,7.72,32.22,None,None,None,Low,N/A,Firewall,Server,macOS,Safari,Nigeria,North,VPN,0,0,Resolved
EVT100733,2025-01-13 02:02:01,192.168.84.190,192.168.171.126,443,53,FTP,182,3887,791.0,50.54,12,1.461,0,0,0,41.7,Token,0,Active,Disabled,1,1,0,0,17.68,16.95,None,None,None,Low,N/A,SIEM,IoT Device,macOS,Unknown,Japan,North,LAN,0,0,Resolved
EVT100763,2025-01-13 14:34:53,192.168.8.56,192.168.75.116,110,22,HTTPS,193,76,4982.0,34.4,18,0.588,1,0,1,1.11,Password,0,Active,Updated,1,0,0,0,10.42,34.55,None,None,None,Low,N/A,No_Detection,Mobile,Linux,Safari,Canada,West,VPN,0,0,False Positive
EVT100280,2025-01-05 17:55:36,107.211.23.86,192.168.108.3,65066,21,HTTPS,161,6548,6043.0,32.85,17,0.846,4,3,1,22.69,SSO,0,Active,Updated,0,0,0,0,23.83,17.95,None,None,None,Low,N/A,IDS/IPS,Laptop,Windows 10,Unknown,Australia,East,Public Network,0,0,Resolved
EVT100253,2025-01-05 08:27:48,192.168.198.169,192.168.131.13,53,21,UDP,186,889,2057.0,25.43,25,0.996,0,0,0,32.08,Password,0,Active,Updated,1,1,0,0,11.26,25.68,None,None,None,Low,N/A,Antivirus,Mobile,Android,Unknown,Japan,East,Wi-Fi,0,0,Resolved
EVT100549,2025-01-10 01:22:37,151.178.206.18,192.168.81.60,443,443,DNS,152,6629,4456.0,18.94,31,1.23,1,1,0,31.77,SSO,0,Active,Updated,1,0,0,0,36.02,1.85,None,None,None,Low,N/A,EDR,Tablet,Windows Server 2019,Firefox,India,South,Public Network,0,0,False Positive
EVT101249,2025-01-22 03:04:10,192.168.56.9,192.168.199.28,22,53,TCP,142,9159,7216.0,50.68,6,1.175,5,4,1,33.79,Token,0,Active,Updated,1,0,0,0,34.28,16.71,None,None,None,Low,N/A,SIEM,Laptop,Windows Server 2019,Chrome,Brazil,South,LAN,0,0,False Positive
EVT102896,2025-02-20 02:51:26,117.155.152.67,203.21.251.243,443,3306,DNS,683,50254,9642.0,82.27,40,4.849,10,9,1,13.37,Not_Used,0,Misconfigured,Outdated,0,1,0,1,73.52,96.6,Insider Threat,Insider Threat,Email,Medium,Investigating,IDS/IPS,IoT Device,Windows Server 2019,Firefox,Brazil,North,Wi-Fi,1,1,Open
EVT101222,2025-01-21 16:42:07,192.168.201.247,191.106.19.35,110,53,FTP,407,77230,49362.0,187.2,58,3.114,3,2,1,11.45,Not_Used,1,Misconfigured,Updated,0,1,0,0,73.31,63.77,DDoS,DDoS,API,Medium,Contained,IDS/IPS,Tablet,macOS,Chrome,France,East,VPN,1,1,Under Investigation
EVT101641,2025-01-29 01:19:10,192.168.220.189,32.41.218.21,22,22,UDP,179,1875,6716.0,41.56,28,0.747,3,2,1,43.2,MFA,0,Active,Outdated,1,0,0,0,14.32,2.67,None,None,None,Low,N/A,Manual Review,Server,iOS,Edge,Australia,Central,Public Network,0,0,False Positive
EVT100393,2025-01-07 09:41:46,192.168.27.246,49.243.9.31,51730,8080,ICMP,95,9253,8534.0,17.43,23,0.409,4,3,1,19.88,SSO,0,Active,Updated,1,0,0,0,25.02,11.25,None,None,None,Low,N/A,EDR,Tablet,Windows Server 2019,Opera,Canada,North,Mobile Data,0,0,Resolved
EVT104878,2025-03-26 10:45:43,208.131.246.8,121.146.210.162,24165,6667,ICMP,593,94719,349.0,141.45,202,1.809,3,2,1,12.45,SSO,0,Inactive,Outdated,0,1,1,0,100.0,77.8,DDoS,DDoS,USB Device,High,Investigating,Manual Review,Desktop,macOS,Edge,France,North,Wi-Fi,1,1,Under Investigation
EVT103052,2025-02-22 19:46:58,160.123.61.98,11.79.242.132,3389,12345,DNS,902,11899,11687.0,20.88,222,4.443,1,0,1,20.47,Not_Used,1,Inactive,Outdated,0,1,1,0,66.79,83.04,Man-in-the-Middle,Man-in-the-Middle,Social Engineering,Low,Investigating,Manual Review,Server,Android,Edge,Australia,South,Wi-Fi,1,1,Open
EVT100828,2025-01-14 20:10:22,5.24.188.145,17.148.146.147,22,80,DNS,300,517,8252.0,0.47,37,0.995,2,1,1,16.7,Token,0,Active,Updated,1,0,0,0,23.6,23.55,None,None,None,Low,N/A,No_Detection,IoT Device,iOS,Opera,Russia,West,Mobile Data,0,0,Resolved
EVT100181,2025-01-04 05:48:02,192.168.123.231,192.168.206.170,53,22,TCP,86,3265,7027.0,10.84,29,0.77,2,1,1,18.86,SSO,0,Active,Updated,1,0,0,0,22.01,14.05,None,None,None,Low,N/A,No_Detection,Tablet,Windows 10,Opera,Nigeria,Central,LAN,0,0,Resolved
EVT103143,2025-02-24 06:48:30,192.168.13.228,192.168.228.190,3306,8080,UDP,128,5878,4240.0,38.8,8,0.15,0,0,0,33.59,Token,1,Active,Updated,1,0,0,0,36.84,26.64,None,None,None,Low,N/A,EDR,Laptop,iOS,Safari,Singapore,West,Public Network,0,0,Resolved
EVT105199,2025-03-31 23:23:24,124.21.240.17,62.9.93.22,53,3389,TCP,127,2750,5598.0,14.17,20,1.992,2,1,1,16.3,Not_Used,0,Active,Updated,1,0,0,0,23.65,13.15,None,None,None,Low,N/A,Antivirus,Tablet,Linux,Safari,Australia,Central,Mobile Data,0,0,Resolved
EVT105128,2025-03-30 15:17:38,192.168.232.219,109.215.60.32,21,80,UDP,252,8176,10839.0,19.43,25,0.829,1,0,1,30.01,SSO,0,Active,Updated,1,0,0,0,7.57,5.71,None,None,None,Low,N/A,Firewall,Mobile,Android,Unknown,Japan,Central,Mobile Data,0,0,False Positive
EVT100668,2025-01-11 23:16:26,192.168.24.84,192.168.134.197,41515,22,HTTP,167,6863,4428.0,29.72,16,0.767,3,2,1,41.27,Not_Used,0,Active,Outdated,1,0,0,0,16.4,31.15,None,None,None,Low,N/A,Antivirus,Desktop,Windows Server 2019,Safari,Singapore,North,VPN,0,0,Resolved
EVT101770,2025-01-31 08:54:04,192.168.182.188,219.171.15.65,443,3306,HTTP,107,9261,4666.0,32.96,28,0.889,2,1,1,41.34,MFA,0,Active,Disabled,1,0,0,0,31.23,30.78,None,None,None,Low,N/A,Firewall,Tablet,Linux,Opera,South Africa,West,Wi-Fi,0,0,Resolved
EVT101002,2025-01-17 16:18:47,192.168.234.248,61.177.212.207,18811,110,TCP,50,1221,8261.0,28.69,11,0.878,1,0,1,22.9,Biometric,0,Inactive,Updated,0,0,0,0,20.36,15.71,None,None,None,Low,N/A,No_Detection,Server,macOS,Unknown,USA,South,Mobile Data,0,0,False Positive
EVT101318,2025-01-23 07:05:56,192.168.94.68,192.168.92.134,3306,8080,DNS,118,6845,6481.0,20.06,15,1.34,1,0,1,23.05,Not_Used,0,Active,Updated,1,0,0,0,35.33,10.78,None,None,None,Low,N/A,Antivirus,Desktop,iOS,Chrome,South Africa,South,Mobile Data,0,0,Resolved
EVT101547,2025-01-27 08:29:44,185.72.217.228,5.94.94.39,80,53,FTP,1019,60302,18501.0,109.82,140,2.988,0,0,0,16.47,Password,1,Misconfigured,Updated,0,1,0,0,80.17,94.64,Port Scanning,Port Scanning,API,High,Contained,SIEM,Laptop,iOS,Chrome,Australia,North,LAN,1,1,Open
EVT102713,2025-02-16 18:21:40,48.80.234.145,192.168.206.19,25,80,SSH,660,34569,25452.0,83.37,155,2.691,8,7,1,17.11,SSO,0,Inactive,Updated,0,0,0,1,55.51,50.57,DDoS,DDoS,Remote Desktop,Critical,Investigating,IDS/IPS,Server,Android,Opera,USA,Central,VPN,1,0,Open
EVT101786,2025-01-31 15:42:17,145.247.131.154,174.30.109.164,50882,80,HTTPS,153,3341,4068.0,23.02,42,,2,1,1,0.95,Token,0,Active,Updated,1,0,0,0,22.34,11.94,None,None,None,Low,N/A,No_Detection,Server,Android,Opera,Nigeria,Central,Mobile Data,0,0,False Positive
EVT100277,2025-01-05 16:17:49,192.168.91.42,157.90.233.192,110,53,TCP,190,1589,3331.0,37.53,21,0.751,1,0,1,10.2,SSO,0,Active,Updated,1,0,0,0,22.18,15.48,None,None,None,Low,N/A,IDS/IPS,Laptop,Windows Server 2019,Safari,Singapore,Central,Wi-Fi,0,0,Resolved
EVT104347,2025-03-16 17:16:29,206.7.250.32,54.213.162.199,41387,443,TCP,904,14333,13278.0,7.21,168,2.541,11,11,0,5.06,SSO,0,Misconfigured,Outdated,0,0,0,1,80.47,65.17,Ransomware,Ransomware,Network,High,Investigating,SIEM,Mobile,Linux,Chrome,USA,Central,LAN,1,0,Escalated
EVT102598,2025-02-14 21:35:54,51.171.93.222,103.105.232.216,3306,21,UDP,80,4738,6819.0,23.72,19,0.691,2,1,1,25.9,MFA,0,Active,Updated,1,0,0,0,38.56,28.55,None,None,None,Low,N/A,IDS/IPS,Server,Windows Server 2019,Chrome,India,South,Wi-Fi,0,0,Resolved
EVT103653,2025-03-04 15:18:15,192.168.85.232,47.228.4.103,27611,110,DNS,155,1388,3258.0,38.71,43,1.093,0,0,0,22.42,Biometric,0,Active,,0,0,0,0,15.85,16.25,None,None,None,Low,N/A,Antivirus,Mobile,Windows 11,Opera,South Africa,Central,VPN,0,0,Resolved
EVT104491,2025-03-19 13:27:24,192.168.95.94,131.25.67.249,110,8080,ICMP,221,4636,3879.0,15.48,32,0.503,3,2,1,43.18,Password,0,Active,Updated,0,0,0,0,25.9,11.03,None,None,None,Low,N/A,EDR,Desktop,Android,Chrome,Singapore,West,Public Network,0,0,False Positive
EVT102339,2025-02-09 20:57:10,192.168.126.1,192.168.99.117,8080,22,SSH,81,8687,2090.0,34.38,25,1.077,2,2,0,21.2,Not_Used,1,Active,Updated,0,0,0,0,21.06,13.72,None,None,None,Low,N/A,Firewall,Tablet,Windows 11,Chrome,South Africa,South,Wi-Fi,0,0,False Positive
EVT105002,2025-03-28 14:53:10,192.168.176.108,106.175.209.102,3389,21,Http,100,1739,4874.0,57.05,16,0.83,2,1,1,31.23,MFA,0,Active,Updated,0,0,0,0,21.73,18.73,None,None,None,Low,N/A,No_Detection,Server,Windows 11,Chrome,Singapore,West,Public Network,0,0,Resolved
EVT101888,2025-02-02 04:50:39,192.168.121.88,112.13.68.136,53,8080,SSH,19,4073,8210.0,52.37,21,1.349,2,2,0,21.51,Biometric,0,Active,Updated,1,0,0,0,9.63,30.23,None,None,None,Low,N/A,Manual Review,Server,Windows 11,Edge,UK,West,Wi-Fi,0,0,False Positive
EVT103543,2025-03-02 19:25:54,38.181.33.128,192.168.98.208,21540,6667,ICMP,815,30919,6605.0,18.77,205,1.465,12,12,0,30.09,SSO,1,Misconfigured,Disabled,1,0,1,1,98.7,78.78,DDoS,DDoS,Network,High,Active,Manual Review,IoT Device,Linux,Chrome,Brazil,North,Wi-Fi,1,1,Resolved
EVT100377,2025-01-07 04:25:17,192.168.223.6,192.168.98.121,53,3306,HTTP,49,3224,6847.0,14.85,21,,1,0,1,17.7,Token,0,Active,Updated,0,0,0,0,32.56,10.38,None,None,None,Low,N/A,No_Detection,Server,Windows 11,Edge,Nigeria,West,Public Network,0,0,False Positive
EVT104780,2025-03-24 15:02:43,192.168.91.63,192.168.249.186,110,8080,FTP,128,4731,3194.0,35.78,18,0.89,1,0,1,1.87,MFA,0,Active,Updated,1,0,0,0,24.05,22.33,None,None,None,Low,N/A,Firewall,Desktop,iOS,Edge,Australia,Central,VPN,0,0,Resolved
EVT101183,2025-01-20 23:45:10,192.168.40.195,135.203.222.247,3179,25,SSH,81,4994,,37.45,10,1.374,3,2,1,3.16,Biometric,0,Active,Disabled,1,0,0,0,0.0,9.61,None,None,None,Low,N/A,IDS/IPS,IoT Device,Windows 11,Firefox,Australia,Central,Public Network,0,0,False Positive
EVT100634,2025-01-11 13:09:37,187.61.100.92,192.168.6.216,48706,8080,HTTP,114,1300,6835.0,63.17,16,1.428,2,1,1,36.57,Not_Used,0,Active,Updated,1,0,0,0,19.9,7.64,None,None,None,Low,N/A,Firewall,Mobile,Android,Chrome,UK,Central,Mobile Data,0,0,Resolved
EVT103103,2025-02-23 17:10:49,192.168.179.97,200.176.39.132,22,80,TCP,169,9859,5732.0,54.79,14,0.632,3,2,1,16.75,Biometric,0,Active,Updated,1,0,0,0,2.41,6.79,None,None,None,Low,N/A,No_Detection,Server,Windows 10,Firefox,Australia,South,Mobile Data,0,0,Resolved
EVT103244,2025-02-26 00:24:48,59.237.154.193,99.38.90.87,443,25,ICMP,172,3639,3944.0,37.69,25,0.2,0,0,0,11.68,Password,0,Active,Updated,1,0,0,0,25.04,0.0,None,None,None,Low,N/A,No_Detection,IoT Device,iOS,Chrome,Germany,East,Wi-Fi,0,0,False Positive
EVT101890,2025-02-02 04:52:42,96.123.172.41,165.125.240.198,3306,110,FTP,947,105448,14274.0,94.36,244,4.282,8,8,0,2.34,Not_Used,0,Active,Outdated,0,1,0,1,62.01,66.69,Man-in-the-Middle,Man-in-the-Middle,Social Engineering,Critical,Contained,Antivirus,Mobile,Android,Unknown,South Africa,East,LAN,1,1,Resolved
EVT100079,2025-01-02 09:23:10,148.123.73.75,192.168.180.62,110,3389,ICMP,144,7382,3927.0,18.43,26,1.015,2,1,1,7.82,Token,0,Active,Updated,1,0,0,0,15.5,15.43,None,None,None,Low,N/A,No_Detection,IoT Device,Android,Opera,South Africa,Central,Mobile Data,0,0,Resolved
EVT104458,2025-03-18 21:49:20,192.168.150.213,192.168.238.213,80,3306,HTTPS,52,3494,3117.0,37.09,15,0.815,0,0,0,24.96,Password,0,Active,Outdated,1,0,0,0,17.84,15.89,None,None,None,Low,N/A,Firewall,Desktop,Android,Safari,Russia,South,Public Network,0,0,Resolved
EVT103910,2025-03-09 10:38:16,192.168.175.117,123.156.159.22,40451,3389,SSH,213,8132,2899.0,23.58,10,1.172,5,4,1,13.47,Password,0,Active,Updated,1,0,0,0,21.3,28.0,None,None,None,Low,N/A,Firewall,IoT Device,Android,Edge,China,Central,VPN,0,0,Resolved
EVT101029,2025-01-18 03:53:07,192.168.110.239,169.150.225.204,80,25,DNS,143,2341,424.0,46.22,13,1.166,3,2,1,36.57,Biometric,0,Inactive,Updated,0,0,0,0,14.8,21.08,None,None,None,Low,N/A,No_Detection,Mobile,iOS,Edge,Australia,Central,LAN,0,0,Resolved
EVT102346,2025-02-10 00:52:52,192.168.10.21,128.146.107.247,47930,53,DNS,181,4954,6410.0,13.1,15,1.305,3,2,1,14.62,Not_Used,0,Active,Outdated,1,0,0,0,4.59,19.85,None,None,None,Low,N/A,Firewall,Desktop,macOS,Edge,Singapore,East,Public Network,0,0,False Positive
EVT100915,2025-01-16 04:44:03,192.168.117.84,129.74.136.160,21,53,HTTP,126,10495,6349.0,0.26,29,0.707,2,1,1,26.05,Password,0,Misconfigured,Updated,1,0,0,0,14.67,20.98,None,None,None,Low,N/A,No_Detection,Tablet,iOS,Chrome,France,North,Public Network,0,0,False Positive
EVT101967,2025-02-03 14:40:08,9.102.128.6,192.168.105.233,3389,8080,UDP,144,5892,7458.0,20.44,13,1.111,1,0,1,15.97,SSO,0,Active,Updated,1,0,0,0,22.61,29.92,None,None,None,Low,N/A,No_Detection,Server,macOS,Safari,Russia,East,LAN,0,0,False Positive
EVT104833,2025-03-25 17:09:24,192.168.243.75,192.168.103.63,59398,80,HTTP,192,5556,5169.0,44.18,26,0.917,2,1,1,58.31,Biometric,0,Active,Updated,1,0,0,0,10.44,30.11,None,None,None,Low,N/A,Antivirus,Desktop,Windows Server 2019,Unknown,Canada,West,Mobile Data,0,0,False Positive
EVT101398,2025-01-24 18:22:25,192.168.99.162,192.168.44.191,80,80,FTP,143,8804,9520.0,8.88,34,0.158,4,3,1,27.81,MFA,0,Active,Updated,1,0,0,0,15.49,17.61,None,None,None,Low,N/A,SIEM,Tablet,macOS,Safari,Germany,South,Mobile Data,0,0,Resolved
EVT103488,2025-03-02 00:02:27,192.168.151.169,192.168.26.66,80,8080,TCP,206,4618,3309.0,36.51,17,1.145,0,0,0,3.19,MFA,0,Misconfigured,Outdated,1,0,0,0,20.09,22.53,None,None,None,Low,N/A,Manual Review,Tablet,Windows 11,Edge,Nigeria,East,Public Network,0,0,Resolved
EVT102270,2025-02-08 16:46:05,192.168.43.88,192.168.81.60,80,3389,DNS,149,8710,6214.0,1.6,21,0.698,4,3,1,41.73,Password,1,Active,Updated,1,0,0,0,25.23,15.83,None,None,None,Low,N/A,SIEM,Server,Windows 10,Chrome,UK,North,LAN,0,0,Resolved
EVT103008,2025-02-22 02:13:21,192.168.249.252,185.133.69.235,21,53,UDP,223,5146,7454.0,27.89,18,1.099,2,1,1,52.04,,0,Active,Updated,1,0,0,0,19.13,16.35,None,None,None,Low,N/A,No_Detection,Mobile,Windows 11,Chrome,China,East,Mobile Data,0,0,False Positive
